event_id_MM252,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date,sensor,event_id_MM261,event_id_MM262,event_id_MM263,event_id_MM264,event_id_MM256,event_id_MM211,event_id_CM861
,2014-03-26 04:56:11,2014-03-26 05:07:26,675.0,0.9,0.7326424870466322,386,2014-03-26,MM264,,,,310.0,,,
,2014-03-26 06:22:53,2014-03-26 06:25:36,163.0,0.8,0.7041666666666666,48,2014-03-26,MM264,,,,311.0,,,
,2014-03-26 06:28:21,2014-03-26 06:28:58,37.0,0.7,0.6999999999999998,12,2014-03-26,MM264,,,,312.0,,,
,2014-03-26 06:31:03,2014-03-26 06:31:04,1.0,0.7,0.7,2,2014-03-26,MM264,,,,313.0,,,
,2014-03-26 06:52:17,2014-03-26 06:55:52,215.0,0.8,0.7130434782608696,46,2014-03-26,MM264,,,,314.0,,,
,2014-03-26 07:09:35,2014-03-26 07:11:46,131.0,0.7,0.7,36,2014-03-26,MM264,,,,315.0,,,
,2014-03-26 07:24:11,2014-03-26 07:29:42,331.0,0.7,0.7,52,2014-03-26,MM264,,,,316.0,,,
,2014-03-26 07:40:53,2014-03-26 07:43:44,171.0,0.7,0.7,104,2014-03-26,MM264,,,,317.0,,,
,2014-03-26 08:37:27,2014-03-26 08:39:28,121.0,0.7,0.7,16,2014-03-26,MM264,,,,318.0,,,
,2014-03-26 09:02:41,2014-03-26 09:05:46,185.0,2.2,1.4486486486486487,148,2014-03-26,MM264,,,,319.0,,,
,2014-03-26 16:48:26,2014-03-26 16:52:09,223.0,0.7,0.6999999999999998,96,2014-03-26,MM264,,,,320.0,,,
,2014-03-26 17:21:52,2014-03-26 17:30:45,533.0,0.7,0.7,196,2014-03-26,MM264,,,,321.0,,,
,2014-03-26 18:05:56,2014-03-26 18:05:57,1.0,0.7,0.7,2,2014-03-26,MM264,,,,322.0,,,
,2014-03-26 18:10:26,2014-03-26 18:13:21,175.0,0.7,0.7,100,2014-03-26,MM264,,,,323.0,,,
,2014-03-26 18:17:10,2014-03-26 18:17:53,43.0,0.8,0.76875,32,2014-03-26,MM264,,,,324.0,,,
,2014-03-26 19:23:15,2014-03-26 19:38:56,941.0,0.8,0.7036184210526315,608,2014-03-26,MM264,,,,325.0,,,
,2014-03-26 19:47:15,2014-03-26 19:47:24,9.0,0.7,0.7,10,2014-03-26,MM264,,,,326.0,,,
,2014-03-26 19:49:47,2014-03-26 19:56:48,421.0,0.8,0.7507109004739336,422,2014-03-26,MM264,,,,327.0,,,
,2014-03-26 20:02:53,2014-03-26 20:14:34,701.0,0.7,0.7,426,2014-03-26,MM264,,,,328.0,,,
,2014-03-26 20:20:03,2014-03-26 20:23:22,199.0,0.7,0.7,54,2014-03-26,MM264,,,,329.0,,,
,2014-03-27 02:52:31,2014-03-27 02:52:38,7.0,0.7,0.7,8,2014-03-27,MM264,,,,330.0,,,
,2014-03-27 03:28:33,2014-03-27 04:26:20,3467.0,1.0,0.7475812274368232,2770,2014-03-27,MM264,,,,331.0,,,
,2014-03-27 04:28:35,2014-03-27 05:11:40,2585.0,1.1,0.8010880316518298,2022,2014-03-27,MM264,,,,332.0,,,
,2014-03-27 05:14:55,2014-03-27 05:16:14,79.0,0.7,0.7,16,2014-03-27,MM264,,,,333.0,,,
,2014-03-27 05:24:23,2014-03-27 05:25:18,55.0,0.9,0.7428571428571429,42,2014-03-27,MM264,,,,334.0,,,
,2014-03-27 05:27:51,2014-03-27 06:11:52,2641.0,1.2,0.8098509933774835,2416,2014-03-27,MM264,,,,335.0,,,
,2014-03-27 06:14:17,2014-03-27 06:26:00,703.0,0.8,0.7037735849056603,318,2014-03-27,MM264,,,,336.0,,,
,2014-03-27 06:28:03,2014-03-27 07:23:18,3315.0,1.1,0.8353725490196078,2550,2014-03-27,MM264,,,,337.0,,,
,2014-03-27 07:31:43,2014-03-27 07:32:14,31.0,0.7,0.7,8,2014-03-27,MM264,,,,338.0,,,
,2014-03-27 07:37:05,2014-03-27 07:41:08,243.0,0.7,0.7,108,2014-03-27,MM264,,,,339.0,,,
,2014-03-27 07:43:29,2014-03-27 07:49:40,371.0,0.7,0.7,104,2014-03-27,MM264,,,,340.0,,,
,2014-03-27 16:59:57,2014-03-27 17:01:02,65.0,0.7,0.7,44,2014-03-27,MM264,,,,341.0,,,
,2014-03-27 18:11:01,2014-03-27 18:11:04,3.0,0.7,0.7,4,2014-03-27,MM264,,,,342.0,,,
,2014-03-27 18:42:49,2014-03-27 18:42:52,3.0,0.7,0.7,4,2014-03-27,MM264,,,,343.0,,,
,2014-03-27 19:24:41,2014-03-27 19:27:26,165.0,0.8,0.7686746987951808,166,2014-03-27,MM264,,,,344.0,,,
,2014-03-27 19:40:57,2014-03-27 19:45:16,259.0,0.7,0.7,178,2014-03-27,MM264,,,,345.0,,,
,2014-03-27 19:47:25,2014-03-27 19:48:38,73.0,0.7,0.7,50,2014-03-27,MM264,,,,346.0,,,
,2014-03-27 19:52:15,2014-03-27 19:52:24,9.0,0.7,0.7,10,2014-03-27,MM264,,,,347.0,,,
,2014-03-28 05:30:03,2014-03-28 05:31:28,85.0,0.7,0.7,32,2014-03-28,MM264,,,,348.0,,,
,2014-03-28 08:57:07,2014-03-28 08:57:12,5.0,0.7,0.6999999999999998,6,2014-03-28,MM264,,,,349.0,,,
,2014-03-28 09:03:43,2014-03-28 09:03:46,3.0,0.7,0.7,4,2014-03-28,MM264,,,,350.0,,,
,2014-03-28 09:12:23,2014-03-28 09:12:24,1.0,0.7,0.7,2,2014-03-28,MM264,,,,351.0,,,
,2014-03-28 09:26:09,2014-03-28 09:38:28,739.0,0.9,0.7129629629629629,108,2014-03-28,MM264,,,,352.0,,,
,2014-03-28 09:41:21,2014-03-28 09:45:32,251.0,0.8,0.7071428571428571,28,2014-03-28,MM264,,,,353.0,,,
,2014-03-28 09:47:51,2014-03-28 10:24:04,2173.0,1.3,0.800695652173913,1150,2014-03-28,MM264,,,,354.0,,,
,2014-03-28 10:28:41,2014-03-28 10:30:06,85.0,0.8,0.7083333333333334,72,2014-03-28,MM264,,,,355.0,,,
,2014-03-28 10:33:15,2014-03-28 10:35:36,141.0,0.8,0.7233333333333333,60,2014-03-28,MM264,,,,356.0,,,
,2014-03-28 10:50:27,2014-03-28 10:53:14,167.0,0.7,0.7,22,2014-03-28,MM264,,,,357.0,,,
,2014-03-28 11:05:37,2014-03-28 11:06:54,77.0,0.7,0.6999999999999998,24,2014-03-28,MM264,,,,358.0,,,
,2014-03-28 11:46:55,2014-03-28 11:46:58,3.0,0.7,0.7,4,2014-03-28,MM264,,,,359.0,,,
,2014-03-28 11:49:01,2014-03-28 11:56:34,453.0,1.1,0.7342105263157894,152,2014-03-28,MM264,,,,360.0,,,
,2014-03-28 11:59:57,2014-03-28 12:00:00,3.0,0.7,0.7,4,2014-03-28,MM264,,,,361.0,,,
,2014-03-28 12:03:25,2014-03-28 12:08:40,315.0,0.9,0.7228346456692913,254,2014-03-28,MM264,,,,362.0,,,
,2014-03-28 12:10:59,2014-03-28 12:14:32,213.0,0.7,0.7,34,2014-03-28,MM264,,,,363.0,,,
,2014-03-28 12:27:49,2014-03-28 15:04:41,9412.0,1.5,0.7647201492537313,5360,2014-03-28,MM264,,,,364.0,,,
,2014-03-28 15:13:38,2014-03-28 15:23:27,589.0,1.2,0.8099236641221373,262,2014-03-28,MM264,,,,365.0,,,
,2014-03-28 16:33:40,2014-03-28 16:33:47,7.0,0.9,0.8,8,2014-03-28,MM264,,,,366.0,,,
,2014-03-28 16:35:52,2014-03-28 17:26:08,3016.0,1.9,0.9256063618290259,2515,2014-03-28,MM264,,,,367.0,,,
,2014-03-28 17:28:27,2014-03-28 17:28:53,26.0,0.7,0.7,23,2014-03-28,MM264,,,,368.0,,,
,2014-03-28 17:31:00,2014-03-28 17:33:45,165.0,0.8,0.7294117647058824,34,2014-03-28,MM264,,,,369.0,,,
,2014-03-28 17:37:30,2014-03-28 17:39:25,115.0,0.7,0.7,18,2014-03-28,MM264,,,,370.0,,,
,2014-03-28 17:42:56,2014-03-28 17:43:33,37.0,0.7,0.7,30,2014-03-28,MM264,,,,371.0,,,
,2014-03-28 17:56:01,2014-03-28 17:57:24,83.0,0.8,0.7218749999999999,64,2014-03-28,MM264,,,,372.0,,,
,2014-03-28 18:04:11,2014-03-28 18:22:24,1093.0,0.9,0.7215425531914894,752,2014-03-28,MM264,,,,373.0,,,
,2014-03-28 18:24:25,2014-03-28 19:21:54,3449.0,2.0,0.8285182427401341,2686,2014-03-28,MM264,,,,374.0,,,
,2014-03-28 19:25:11,2014-03-28 19:25:12,1.0,0.7,0.7,2,2014-03-28,MM264,,,,375.0,,,
,2014-03-28 19:27:41,2014-03-28 19:27:42,1.0,0.7,0.7,2,2014-03-28,MM264,,,,376.0,,,
,2014-03-28 19:31:41,2014-03-28 19:33:14,93.0,0.9,0.7615384615384616,52,2014-03-28,MM264,,,,377.0,,,
,2014-03-28 19:36:41,2014-03-28 19:36:42,1.0,0.7,0.7,2,2014-03-28,MM264,,,,378.0,,,
,2014-03-28 19:40:05,2014-03-28 19:53:40,815.0,0.9,0.7078571428571429,280,2014-03-28,MM264,,,,379.0,,,
,2014-03-28 20:13:15,2014-03-28 20:13:54,39.0,0.7,0.7,10,2014-03-28,MM264,,,,380.0,,,
,2014-03-28 20:17:23,2014-03-28 20:18:12,49.0,0.7,0.6999999999999998,12,2014-03-28,MM264,,,,381.0,,,
,2014-03-28 23:38:35,2014-03-28 23:39:36,61.0,1.0,0.9161290322580645,62,2014-03-28,MM264,,,,382.0,,,
,2014-03-31 16:39:52,2014-03-31 16:40:01,9.0,0.7,0.7,10,2014-03-31,MM264,,,,383.0,,,
,2014-03-31 18:45:41,2014-03-31 18:46:18,37.0,0.7,0.7,16,2014-03-31,MM264,,,,384.0,,,
,2014-04-01 04:27:12,2014-04-01 04:27:31,19.0,0.7,0.7,4,2014-04-01,MM264,,,,385.0,,,
,2014-04-01 04:38:14,2014-04-01 04:38:19,5.0,0.7,0.6999999999999998,6,2014-04-01,MM264,,,,386.0,,,
,2014-04-01 04:40:20,2014-04-01 05:05:41,1521.0,0.8,0.7098591549295774,852,2014-04-01,MM264,,,,387.0,,,
,2014-04-01 05:11:26,2014-04-01 05:17:59,393.0,0.8,0.7010526315789473,190,2014-04-01,MM264,,,,388.0,,,
,2014-04-01 05:32:02,2014-04-01 05:48:20,978.0,0.8,0.7319218241042346,921,2014-04-01,MM264,,,,389.0,,,
,2014-04-01 06:32:31,2014-04-01 06:33:14,43.0,0.7,0.7,28,2014-04-01,MM264,,,,390.0,,,
,2014-04-01 06:39:13,2014-04-01 06:39:20,7.0,0.7,0.7,8,2014-04-01,MM264,,,,391.0,,,
,2014-04-01 06:45:17,2014-04-01 06:46:22,65.0,0.7,0.7,8,2014-04-01,MM264,,,,392.0,,,
,2014-04-01 06:48:27,2014-04-01 06:50:28,121.0,0.8,0.7047619047619047,42,2014-04-01,MM264,,,,393.0,,,
,2014-04-01 06:54:37,2014-04-01 06:54:42,5.0,0.7,0.6999999999999998,6,2014-04-01,MM264,,,,394.0,,,
,2014-04-01 07:18:33,2014-04-01 07:19:18,45.0,0.7,0.6999999999999998,6,2014-04-01,MM264,,,,395.0,,,
,2014-04-01 07:30:51,2014-04-01 07:30:56,5.0,0.7,0.6999999999999998,6,2014-04-01,MM264,,,,396.0,,,
,2014-04-01 10:02:57,2014-04-01 10:06:22,205.0,0.7,0.7,16,2014-04-01,MM264,,,,397.0,,,
,2014-04-01 10:23:49,2014-04-01 10:56:02,1933.0,0.7,0.7,280,2014-04-01,MM264,,,,398.0,,,
,2014-04-01 19:39:30,2014-04-01 19:43:57,267.0,0.8,0.7102564102564103,78,2014-04-01,MM264,,,,399.0,,,
,2014-04-01 19:46:12,2014-04-01 19:46:15,3.0,0.7,0.7,4,2014-04-01,MM264,,,,400.0,,,
,2014-04-01 19:48:16,2014-04-01 20:05:37,1041.0,1.1,0.7816091954022989,696,2014-04-01,MM264,,,,401.0,,,
,2014-04-01 20:22:42,2014-04-01 20:53:19,1837.0,1.0,0.746135265700483,828,2014-04-01,MM264,,,,402.0,,,
,2014-04-01 20:56:22,2014-04-02 01:49:44,17602.0,1.6,0.7386344986049566,12186,2014-04-01,MM264,,,,403.0,,,
,2014-04-02 01:56:13,2014-04-02 01:56:14,1.0,0.7,0.7,2,2014-04-02,MM264,,,,404.0,,,
,2014-04-02 01:58:47,2014-04-02 01:58:51,4.0,0.7,0.7,5,2014-04-02,MM264,,,,405.0,,,
,2014-04-02 02:04:26,2014-04-02 02:07:35,189.0,0.7,0.6999999999999998,24,2014-04-02,MM264,,,,406.0,,,
,2014-04-02 02:16:39,2014-04-02 02:17:54,75.0,0.8,0.72,10,2014-04-02,MM264,,,,407.0,,,
,2014-04-02 03:11:11,2014-04-02 03:11:42,31.0,0.7,0.7,8,2014-04-02,MM264,,,,408.0,,,
,2014-04-02 03:36:07,2014-04-02 04:12:01,2154.0,1.0,0.7319296040226273,1591,2014-04-02,MM264,,,,409.0,,,
,2014-04-02 04:19:22,2014-04-02 04:22:11,169.0,0.8,0.72,30,2014-04-02,MM264,,,,410.0,,,
,2014-04-02 04:25:16,2014-04-02 04:28:05,169.0,0.8,0.72,20,2014-04-02,MM264,,,,411.0,,,
,2014-04-02 04:31:18,2014-04-02 05:08:09,2211.0,1.3,0.7406451612903225,930,2014-04-02,MM264,,,,412.0,,,
,2014-04-02 05:10:44,2014-04-02 05:54:49,2645.0,1.2,0.7691176470588235,1224,2014-04-02,MM264,,,,413.0,,,
,2014-04-02 06:00:58,2014-04-02 06:00:59,1.0,0.7,0.7,2,2014-04-02,MM264,,,,414.0,,,
,2014-04-02 06:06:40,2014-04-02 06:07:01,21.0,0.8,0.74,10,2014-04-02,MM264,,,,415.0,,,
,2014-04-02 06:11:42,2014-04-02 06:12:59,77.0,0.8,0.775,8,2014-04-02,MM264,,,,416.0,,,
,2014-04-02 06:24:27,2014-04-02 06:33:50,563.0,0.9,0.7298507462686566,402,2014-04-02,MM264,,,,417.0,,,
,2014-04-02 06:36:17,2014-04-02 07:39:40,3803.0,1.1,0.7524003254678601,2458,2014-04-02,MM264,,,,418.0,,,
,2014-04-02 19:08:42,2014-04-02 19:10:13,91.0,0.7,0.7,14,2014-04-02,MM264,,,,419.0,,,
,2014-04-03 07:01:16,2014-04-03 07:01:17,1.0,0.7,0.7,2,2014-04-03,MM264,,,,420.0,,,
,2014-04-03 08:42:57,2014-04-03 08:43:04,7.0,0.7,0.7,8,2014-04-03,MM264,,,,421.0,,,
,2014-04-03 09:08:51,2014-04-03 09:10:56,125.0,30.0,8.967391304347826,92,2014-04-03,MM264,,,,422.0,,,
,2014-04-03 09:30:29,2014-04-03 09:36:46,377.0,0.8,0.7074074074074074,54,2014-04-03,MM264,,,,423.0,,,
,2014-04-03 09:39:01,2014-04-03 09:44:50,349.0,1.0,0.7693877551020408,196,2014-04-03,MM264,,,,424.0,,,
,2014-04-03 10:01:45,2014-04-03 10:01:46,1.0,0.7,0.7,2,2014-04-03,MM264,,,,425.0,,,
,2014-04-03 10:12:51,2014-04-03 10:14:30,99.0,0.8,0.7266666666666667,30,2014-04-03,MM264,,,,426.0,,,
,2014-04-03 10:25:31,2014-04-03 10:25:56,25.0,0.8,0.725,8,2014-04-03,MM264,,,,427.0,,,
,2014-04-03 10:29:49,2014-04-03 10:31:14,85.0,0.7,0.6999999999999998,12,2014-04-03,MM264,,,,428.0,,,
,2014-04-03 10:41:43,2014-04-03 10:45:04,201.0,0.9,0.7228571428571429,70,2014-04-03,MM264,,,,429.0,,,
,2014-04-03 10:48:49,2014-04-03 10:49:20,31.0,0.7,0.6999999999999998,6,2014-04-03,MM264,,,,430.0,,,
,2014-04-03 11:28:59,2014-04-03 11:29:02,3.0,0.7,0.7,4,2014-04-03,MM264,,,,431.0,,,
,2014-04-03 16:15:41,2014-04-03 16:15:44,3.0,0.7,0.7,4,2014-04-03,MM264,,,,432.0,,,
,2014-04-03 16:24:55,2014-04-03 16:32:56,481.0,0.7,0.7,168,2014-04-03,MM264,,,,433.0,,,
,2014-04-03 16:36:31,2014-04-03 16:47:28,657.0,0.7,0.7,110,2014-04-03,MM264,,,,434.0,,,
,2014-04-03 16:51:31,2014-04-03 16:54:36,185.0,0.7,0.7,28,2014-04-03,MM264,,,,435.0,,,
,2014-04-03 17:12:09,2014-04-03 17:16:56,287.0,0.8,0.7095238095238096,210,2014-04-03,MM264,,,,436.0,,,
,2014-04-03 17:19:15,2014-04-03 17:20:20,65.0,0.7,0.7,40,2014-04-03,MM264,,,,437.0,,,
,2014-04-03 17:28:13,2014-04-03 17:28:18,5.0,0.7,0.6999999999999998,6,2014-04-03,MM264,,,,438.0,,,
,2014-04-03 17:53:57,2014-04-03 17:54:04,7.0,0.7,0.6999999999999998,6,2014-04-03,MM264,,,,439.0,,,
,2014-04-03 17:58:31,2014-04-03 18:34:56,2185.0,1.0,0.7828341013824884,1736,2014-04-03,MM264,,,,440.0,,,
,2014-04-03 18:37:25,2014-04-03 18:37:26,1.0,0.7,0.7,2,2014-04-03,MM264,,,,441.0,,,
,2014-04-03 18:39:45,2014-04-03 18:40:20,35.0,0.7,0.6999999999999998,6,2014-04-03,MM264,,,,442.0,,,
,2014-04-03 18:43:35,2014-04-03 18:49:18,343.0,0.9,0.713,200,2014-04-03,MM264,,,,443.0,,,
,2014-04-03 18:56:11,2014-04-03 18:56:44,33.0,0.8,0.7066666666666667,30,2014-04-03,MM264,,,,444.0,,,
,2014-04-03 18:58:59,2014-04-03 19:09:48,649.0,0.9,0.7430604982206405,562,2014-04-03,MM264,,,,445.0,,,
,2014-04-03 19:19:01,2014-04-03 19:19:04,3.0,0.7,0.7,4,2014-04-03,MM264,,,,446.0,,,
,2014-04-03 19:26:04,2014-04-03 19:26:09,5.0,0.7,0.6999999999999998,6,2014-04-03,MM264,,,,447.0,,,
,2014-04-03 19:47:43,2014-04-03 19:47:58,15.0,0.7,0.6999999999999998,6,2014-04-03,MM264,,,,448.0,,,
,2014-04-03 20:04:51,2014-04-03 20:05:20,29.0,0.8,0.7142857142857143,28,2014-04-03,MM264,,,,449.0,,,
,2014-04-03 20:53:50,2014-04-03 20:53:53,3.0,0.7,0.7,4,2014-04-03,MM264,,,,450.0,,,
,2014-04-03 20:59:00,2014-04-03 21:00:05,65.0,0.8,0.7045454545454546,44,2014-04-03,MM264,,,,451.0,,,
,2014-04-03 21:03:56,2014-04-03 21:04:27,31.0,0.7,0.7,30,2014-04-03,MM264,,,,452.0,,,
,2014-04-03 21:19:52,2014-04-03 21:20:29,37.0,0.7,0.6999999999999998,12,2014-04-03,MM264,,,,453.0,,,
,2014-04-03 21:25:22,2014-04-03 21:26:11,49.0,0.7,0.7,42,2014-04-03,MM264,,,,454.0,,,
,2014-04-04 01:36:53,2014-04-04 01:38:24,91.0,0.7,0.7,20,2014-04-04,MM264,,,,455.0,,,
,2014-04-04 06:12:13,2014-04-04 06:13:02,49.0,0.7,0.6999999999999998,24,2014-04-04,MM264,,,,456.0,,,
,2014-04-04 06:22:37,2014-04-04 06:22:44,7.0,0.7,0.7,8,2014-04-04,MM264,,,,457.0,,,
,2014-04-04 06:44:45,2014-04-04 06:46:02,77.0,0.7,0.7,30,2014-04-04,MM264,,,,458.0,,,
,2014-04-04 06:58:07,2014-04-04 06:59:57,110.0,0.7,0.6999999999999998,6,2014-04-04,MM264,,,,459.0,,,
,2014-04-04 07:03:40,2014-04-04 07:04:07,27.0,0.8,0.71,20,2014-04-04,MM264,,,,460.0,,,
,2014-04-04 07:12:47,2014-04-04 07:14:10,83.0,0.7,0.7,20,2014-04-04,MM264,,,,461.0,,,
,2014-04-04 07:38:33,2014-04-04 07:38:48,15.0,0.7,0.7,10,2014-04-04,MM264,,,,462.0,,,
,2014-04-04 07:43:28,2014-04-04 07:43:37,9.0,0.7,0.7,10,2014-04-04,MM264,,,,463.0,,,
,2014-04-04 12:16:24,2014-04-04 12:16:25,1.0,0.7,0.7,2,2014-04-04,MM264,,,,464.0,,,
,2014-04-04 12:27:30,2014-04-04 12:27:35,5.0,0.7,0.6999999999999998,6,2014-04-04,MM264,,,,465.0,,,
,2014-04-04 12:32:02,2014-04-04 12:34:01,119.0,0.7,0.7,116,2014-04-04,MM264,,,,466.0,,,
,2014-04-04 14:56:01,2014-04-04 14:56:44,43.0,0.7,0.7,8,2014-04-04,MM264,,,,467.0,,,
,2014-04-04 15:01:21,2014-04-04 15:01:22,1.0,0.7,0.7,2,2014-04-04,MM264,,,,468.0,,,
,2014-04-04 15:10:23,2014-04-04 15:11:28,65.0,0.7,0.7,32,2014-04-04,MM264,,,,469.0,,,
,2014-04-04 15:42:37,2014-04-04 16:50:04,4047.0,1.1,0.7463051062480177,3153,2014-04-04,MM264,,,,470.0,,,
,2014-04-04 16:52:11,2014-04-04 17:13:38,1287.0,0.8,0.7152542372881355,236,2014-04-04,MM264,,,,471.0,,,
,2014-04-04 17:15:51,2014-04-04 17:15:52,1.0,0.7,0.7,2,2014-04-04,MM264,,,,472.0,,,
,2014-04-04 17:19:31,2014-04-04 17:19:34,3.0,0.7,0.7,4,2014-04-04,MM264,,,,473.0,,,
,2014-04-04 17:22:29,2014-04-04 17:22:32,3.0,0.7,0.7,4,2014-04-04,MM264,,,,474.0,,,
,2014-04-04 17:24:33,2014-04-04 17:31:59,446.0,0.8,0.7093023255813954,43,2014-04-04,MM264,,,,475.0,,,
,2014-04-04 17:34:40,2014-04-04 17:36:09,89.0,0.7,0.6999999999999998,24,2014-04-04,MM264,,,,476.0,,,
,2014-04-04 17:42:52,2014-04-04 17:47:43,291.0,0.7,0.7,132,2014-04-04,MM264,,,,477.0,,,
,2014-04-04 18:06:46,2014-04-04 18:15:21,515.0,0.7,0.7,182,2014-04-04,MM264,,,,478.0,,,
,2014-04-04 18:25:36,2014-04-04 18:30:43,307.0,0.7,0.7,204,2014-04-04,MM264,,,,479.0,,,
,2014-04-04 18:57:02,2014-04-04 18:58:47,105.0,0.7,0.7,18,2014-04-04,MM264,,,,480.0,,,
,2014-04-04 19:18:02,2014-04-04 20:02:29,2667.0,0.9,0.7307065217391304,1472,2014-04-04,MM264,,,,481.0,,,
,2014-04-04 20:06:32,2014-04-04 20:12:15,343.0,0.7,0.7,74,2014-04-04,MM264,,,,482.0,,,
,2014-04-04 20:17:24,2014-04-04 20:24:09,405.0,0.8,0.7517241379310344,406,2014-04-04,MM264,,,,483.0,,,
,2014-04-04 20:43:08,2014-04-04 21:00:23,1035.0,0.8,0.7102739726027396,876,2014-04-04,MM264,,,,484.0,,,
,2014-04-04 21:03:54,2014-04-04 21:49:25,2731.0,0.8,0.7015706806282722,764,2014-04-04,MM264,,,,485.0,,,
,2014-04-04 21:52:02,2014-04-04 21:53:49,107.0,0.7,0.7,8,2014-04-04,MM264,,,,486.0,,,
,2014-04-04 21:56:34,2014-04-04 22:02:45,371.0,0.8,0.7071428571428571,28,2014-04-04,MM264,,,,487.0,,,
,2014-04-04 22:05:00,2014-04-04 22:05:09,9.0,0.7,0.7,8,2014-04-04,MM264,,,,488.0,,,
,2014-04-04 22:09:44,2014-04-04 22:12:43,179.0,0.7,0.7,18,2014-04-04,MM264,,,,489.0,,,
,2014-04-04 22:18:10,2014-04-04 22:20:07,117.0,0.7,0.7,4,2014-04-04,MM264,,,,490.0,,,
,2014-04-04 22:23:06,2014-04-04 22:23:23,17.0,0.7,0.7,4,2014-04-04,MM264,,,,491.0,,,
,2014-04-04 22:27:56,2014-04-04 22:29:15,79.0,0.7,0.7,10,2014-04-04,MM264,,,,492.0,,,
,2014-04-04 22:32:36,2014-04-04 22:35:13,157.0,0.7,0.7,8,2014-04-04,MM264,,,,493.0,,,
,2014-04-04 22:38:44,2014-04-04 22:38:47,3.0,0.7,0.7,4,2014-04-04,MM264,,,,494.0,,,
,2014-04-04 22:41:20,2014-04-04 22:41:23,3.0,0.7,0.7,4,2014-04-04,MM264,,,,495.0,,,
,2014-04-04 22:51:02,2014-04-04 22:51:05,3.0,0.7,0.7,4,2014-04-04,MM264,,,,496.0,,,
,2014-04-04 23:15:01,2014-04-04 23:15:06,5.0,0.8,0.7333333333333334,6,2014-04-04,MM264,,,,497.0,,,
,2014-04-05 01:24:35,2014-04-05 01:25:22,47.0,0.7,0.7,14,2014-04-05,MM264,,,,498.0,,,
,2014-04-05 01:28:51,2014-04-05 01:30:16,85.0,0.7,0.6999999999999998,12,2014-04-05,MM264,,,,499.0,,,
,2014-04-05 01:35:25,2014-04-05 01:36:02,37.0,0.7,0.6999999999999998,12,2014-04-05,MM264,,,,500.0,,,
,2014-04-05 01:39:53,2014-04-05 01:45:06,313.0,0.7,0.7,34,2014-04-05,MM264,,,,501.0,,,
,2014-04-05 01:49:29,2014-04-05 01:50:56,87.0,0.7,0.7,10,2014-04-05,MM264,,,,502.0,,,
,2014-04-05 01:55:41,2014-04-05 01:57:08,87.0,0.7,0.7,8,2014-04-05,MM264,,,,503.0,,,
,2014-04-05 02:04:55,2014-04-05 02:10:08,313.0,0.7,0.6999999999999998,24,2014-04-05,MM264,,,,504.0,,,
,2014-04-05 02:19:47,2014-04-05 02:20:42,55.0,0.7,0.7,10,2014-04-05,MM264,,,,505.0,,,
,2014-04-05 02:31:49,2014-04-05 02:33:32,103.0,0.7,0.7,22,2014-04-05,MM264,,,,506.0,,,
,2014-04-05 02:36:11,2014-04-05 02:37:18,67.0,0.7,0.6999999999999998,6,2014-04-05,MM264,,,,507.0,,,
,2014-04-05 02:44:31,2014-04-05 02:44:38,7.0,0.7,0.7,8,2014-04-05,MM264,,,,508.0,,,
,2014-04-05 02:57:37,2014-04-05 02:57:38,1.0,0.7,0.7,2,2014-04-05,MM264,,,,509.0,,,
,2014-04-05 03:09:35,2014-04-05 03:22:52,797.0,0.8,0.7148936170212765,658,2014-04-05,MM264,,,,510.0,,,
,2014-04-05 03:26:19,2014-04-05 03:29:56,217.0,0.8,0.704,50,2014-04-05,MM264,,,,511.0,,,
,2014-04-05 03:58:27,2014-04-05 07:52:43,14056.0,1.1,0.7686990905496244,12645,2014-04-05,MM264,,,,512.0,,,
,2014-04-07 19:54:17,2014-04-07 19:55:56,99.0,2.4,1.4392857142857145,56,2014-04-07,MM264,,,,513.0,,,
,2014-04-08 02:50:53,2014-04-08 02:51:16,23.0,0.7,0.7,16,2014-04-08,MM264,,,,514.0,,,
,2014-04-08 03:16:21,2014-04-08 03:16:22,1.0,0.7,0.7,2,2014-04-08,MM264,,,,515.0,,,
,2014-04-08 05:55:29,2014-04-08 05:55:32,3.0,0.7,0.7,4,2014-04-08,MM264,,,,516.0,,,
,2014-04-08 10:29:03,2014-04-08 10:29:14,11.0,0.7,0.7,8,2014-04-08,MM264,,,,517.0,,,
,2014-04-09 17:09:10,2014-04-09 17:09:17,7.0,0.8,0.725,8,2014-04-09,MM264,,,,518.0,,,
,2014-04-09 18:18:41,2014-04-09 18:18:42,1.0,0.7,0.7,2,2014-04-09,MM264,,,,519.0,,,
,2014-04-09 21:04:32,2014-04-09 21:04:35,3.0,0.7,0.7,4,2014-04-09,MM264,,,,520.0,,,
,2014-04-09 21:18:32,2014-04-09 21:21:51,199.0,0.7,0.7,10,2014-04-09,MM264,,,,521.0,,,
,2014-04-09 21:33:10,2014-04-09 21:33:13,3.0,0.7,0.7,4,2014-04-09,MM264,,,,522.0,,,
,2014-04-09 21:39:26,2014-04-09 21:39:29,3.0,0.7,0.7,4,2014-04-09,MM264,,,,523.0,,,
,2014-04-10 00:20:39,2014-04-10 00:20:40,1.0,0.7,0.7,2,2014-04-10,MM264,,,,524.0,,,
,2014-04-10 00:25:53,2014-04-10 00:25:56,3.0,0.7,0.7,4,2014-04-10,MM264,,,,525.0,,,
