day_nb_ind,event_id,date
104,1244,2014-06-13
104,1245,2014-06-13
104,1246,2014-06-13
104,1247,2014-06-13
104,1248,2014-06-13
104,1249,2014-06-13
104,1250,2014-06-13
104,1251,2014-06-13
104,1252,2014-06-13
104,1253,2014-06-13
104,1254,2014-06-13
105,1254,2014-06-14
105,1255,2014-06-14
105,1256,2014-06-14
105,1257,2014-06-14
105,1258,2014-06-14
105,1259,2014-06-14
105,1260,2014-06-14
105,1261,2014-06-14
105,1262,2014-06-14
